query_id,query_text,doc_id,path,title,score,snippet,sources,relevance
q001,axum routing handlers,axum/axum/README.md#chunk-0004,axum/axum/README.md,chunk 4,1.000000,https github com tokio rs axum blob main axum license,chunk:boolean,
q001,axum routing handlers,docker-docs/engine/network/port-publishing.md#chunk-0005,docker-docs/engine/network/port-publishing.md,chunk 5,19.138294,hosts must have a route to the container network via an external address on the docker host direct routing hosts on the local layer 2 network can set up direct routing without needing any additional network configuration hosts outside the local network can only use direct routing to the container if the network s routers are configured to enable it in a nat mode network publishing a port to an address on the loopback interface means remote hosts cannot access it other published container ports in routed and nat networks are always accessible from remote hosts using direct routing unless the docker host s firewall has additional restrictions note when a port is published to a specific host address in nat mode if ip forwarding is enabled on the docker host the published port can be accessed via other host interfaces using direct routing to the host address for example a docker host with ip forwarding enabled has two nics with addresses 192 168 100 10 24 and 10 0 0 10 24 when a port is published to 192 168 100 10 a host in the 10 0 0 0 24 subnet can access that port by routing to,chunk:tfidf,
q001,axum routing handlers,docker-docs/engine/swarm/swarm-tutorial/drain-node.md#chunk-0003,docker-docs/engine/swarm/swarm-tutorial/drain-node.md,chunk 3,1.000000,availability when a task fails on another active node next steps next you ll learn how to use a swarm mode routing mesh button text use a swarm mode routing mesh url ingress md,chunk:boolean,
q001,axum routing handlers,fishtest/docs/1-architecture.md#chunk-0011,fishtest/docs/1-architecture.md,chunk 11,29.570446,used anywhere in the codebase framework usage fastapi as a thin wrapper this project uses fastapi as a thin routing convenience layer on top of starlette the three fastapi exclusive features in use are 1 fastapi the application class inherits starlette starlette 2 apirouter decorator style route registration and data driven add api route 3 exception handlers two fallback handlers from fastapi exception handlers the following fastapi features are not used pydantic request response models basemodel response model dependency injection depends in route signatures parameter declarations body query path header cookie security schemes oauth2 httpbasic apikey all middleware is pure asgi starlette pattern session handling csrf protection authentication and request validation use custom implementations not fastapi s built in machinery contributors should not expect pydantic di or security scheme patterns in this codebase when importing classes that fastapi re exports from starlette request response jsonresponse staticfiles etc prefer importing from starlette directly error handling error handlers are installed via install error handlers app in app py they route errors differently based on the request path path prefix http 404 http 401 403 validation error unhandled exception api worker json error duration n json json error duration n json error duration,chunk:bm25|chunk:bm25plus|chunk:boolean|chunk:pivoted|chunk:tfidf,
q001,axum routing handlers,fishtest/docs/9-references.md#chunk-0001,fishtest/docs/9-references.md,chunk 1,28.165596,from openapi url env var defaults to none disabled in production enables full interactive docs when set in development app fastapi lifespan lifespan openapi url openapi url app include router api router app include router views router dependency injection with annotated reusable typed aliases for request scoped dependencies session data db handles auth checks python from typing import annotated from fastapi import depends currentuser annotated user depends get current user router post endpoint dependencies depends check csrf async def handler user currentuser lifespan manages mongodb client scheduler and caches one asynccontextmanager in app py python from contextlib import asynccontextmanager asynccontextmanager async def lifespan app fastapi startup yield shutdown error shaping ui errors return html via exception handlers worker api errors return json with error duration n sync handlers sync view api functions are automatically run via run in threadpool by starlette fastapi most fishtest handlers use async def with explicit run in threadpool calls for blocking db work dependency overrides for testing python app dependency overrides get db lambda mock db starlette canonical references topic url middleware https www starlette dev middleware requests https www starlette dev requests responses https www starlette dev responses routing url for https www starlette,chunk:bm25|chunk:bm25plus|chunk:boolean|chunk:tfidf,
q001,axum routing handlers,github-docs/admin/configuring-settings/hardening-security-for-your-enterprise/restricting-access-to-githubcom-using-a-corporate-proxy.md#chunk-0012,github-docs/admin/configuring-settings/hardening-security-for-your-enterprise/restricting-access-to-githubcom-using-a-corporate-proxy.md,chunk 12,1.000000,autotitle copilot managing copilot managing github copilot in your organization managing access to github copilot in your organization managing github copilot access to your organizations network configuring copilot subscription based network routing for your organization,chunk:boolean,
q002,axum middleware state management,axum/axum-core/README.md#chunk-0000,axum/axum-core/README.md,chunk 0,36.435375,axum core build status https github com tokio rs axum actions workflows ci yml badge svg branch main https github com tokio rs axum core actions workflows ci yml crates io https img shields io crates v axum core https crates io crates axum core documentation https docs rs axum core badge svg https docs rs axum core core types and traits for axum more information about this crate can be found in the crate documentation docs safety this crate uses forbid unsafe code to ensure everything is implemented in 100 safe rust minimum supported rust version axum core s msrv is 1 75 getting help you re also welcome to ask in the discord channel chat or open an issue with your question contributing thanks for your help improving the project we are so happy to have you we have a contributing guide contributing to help you get involved in the axum project license this project is licensed under the mit license license contribution unless you explicitly state otherwise any contribution intentionally submitted for inclusion in axum by you shall be licensed as mit without any additional terms or conditions axum https crates io crates axum chat https discord,chunk:bm25|chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,axum/axum-extra/README.md#chunk-0000,axum/axum-extra/README.md,chunk 0,36.435375,axum extra build status https github com tokio rs axum actions workflows ci yml badge svg branch main https github com tokio rs axum extra actions workflows ci yml crates io https img shields io crates v axum extra https crates io crates axum extra documentation https docs rs axum extra badge svg https docs rs axum extra extra utilities for axum more information about this crate can be found in the crate documentation docs safety this crate uses forbid unsafe code to ensure everything is implemented in 100 safe rust minimum supported rust version axum extra s msrv is 1 75 getting help you re also welcome to ask in the discord channel chat or open an issue with your question contributing thanks for your help improving the project we are so happy to have you we have a contributing guide contributing to help you get involved in the axum project license this project is licensed under the mit license license contribution unless you explicitly state otherwise any contribution intentionally submitted for inclusion in axum by you shall be licensed as mit without any additional terms or conditions axum https crates io crates axum chat https discord gg tokio,chunk:bm25|chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,axum/axum-extra/README.md#chunk-0001,axum/axum-extra/README.md,chunk 1,15.610418,contributing contributing md docs https docs rs axum extra license axum extra license issue https github com tokio rs axum issues new,chunk:bm25,
q002,axum middleware state management,axum/axum-macros/README.md#chunk-0000,axum/axum-macros/README.md,chunk 0,36.435375,axum macros build status https github com tokio rs axum actions workflows ci yml badge svg branch main https github com tokio rs axum macros actions workflows ci yml crates io https img shields io crates v axum macros https crates io crates axum macros documentation https docs rs axum macros badge svg https docs rs axum macros macros for axum more information about this crate can be found in the crate documentation docs safety this crate uses forbid unsafe code to ensure everything is implemented in 100 safe rust minimum supported rust version axum macros s msrv is 1 75 getting help you re also welcome to ask in the discord channel chat or open an issue with your question contributing thanks for your help improving the project we are so happy to have you we have a contributing guide contributing to help you get involved in the axum project license this project is licensed under the mit license license contribution unless you explicitly state otherwise any contribution intentionally submitted for inclusion in axum by you shall be licensed as mit without any additional terms or conditions axum https crates io crates axum chat https discord gg tokio contributing,chunk:bm25|chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,axum/axum-macros/README.md#chunk-0001,axum/axum-macros/README.md,chunk 1,15.633667,contributing md docs https docs rs axum macros license axum macros license issue https github com tokio rs axum issues new,chunk:bm25,
q002,axum middleware state management,axum/axum/README.md#chunk-0000,axum/axum/README.md,chunk 0,48.357418,axum axum is an http routing and request handling library that focuses on ergonomics and modularity build status https github com tokio rs axum actions workflows ci yml badge svg branch main https github com tokio rs axum actions workflows ci yml crates io https img shields io crates v axum https crates io crates axum documentation https docs rs axum badge svg docs more information about this crate can be found in the crate documentation docs high level features route requests to handlers with a macro free api declaratively parse requests using extractors simple and predictable error handling model generate responses with minimal boilerplate take full advantage of the tower and tower http ecosystem of middleware services and utilities in particular the last point is what sets axum apart from other libraries frameworks axum doesn t have its own middleware system but instead uses tower service this means axum gets timeouts tracing compression authorization and more for free it also enables you to share middleware with applications written using hyper or tonic breaking changes we are currently working towards axum 0 9 so the main branch contains breaking changes see the 0 8 x branch for what s released,chunk:bm25|chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,axum/axum/README.md#chunk-0002,axum/axum/README.md,chunk 2,25.235682,you can find this example readme example as well as other example projects in the example directory examples see the crate documentation docs for way more examples performance axum is a relatively thin layer on top of hyper and adds very little overhead so axum s performance is comparable to hyper you can find benchmarks here https github com programatik29 rust web benchmarks and here https web frameworks benchmark netlify app result l rust safety this crate uses forbid unsafe code to ensure everything is implemented in 100 safe rust minimum supported rust version axum s msrv is 1 80 examples the examples folder contains various examples of how to use axum the docs also provide lots of code snippets and examples for full fledged examples check out community maintained showcases or tutorials getting help in the axum s repo we also have a number of examples examples showing how to put everything together community maintained showcases and tutorials also demonstrate how to use axum for real world applications you re also welcome to ask in the discord channel chat or open a discussion with your question community projects see here ecosystem for a list of community maintained crates and,chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,axum/axum/README.md#chunk-0003,axum/axum/README.md,chunk 3,34.925316,projects built with axum contributing thanks for your help improving the project we are so happy to have you we have a contributing guide contributing to help you get involved in the axum project license this project is licensed under the mit license license contribution unless you explicitly state otherwise any contribution intentionally submitted for inclusion in axum by you shall be licensed as mit without any additional terms or conditions readme example https github com tokio rs axum tree main examples readme examples https github com tokio rs axum tree main examples docs https docs rs axum tower https crates io crates tower hyper https crates io crates hyper tower http https crates io crates tower http tonic https crates io crates tonic contributing https github com tokio rs axum blob main contributing md chat https discord gg tokio discussion https github com tokio rs axum discussions new category q a tower service https docs rs tower latest tower trait service html ecosystem https github com tokio rs axum blob main ecosystem md showcases https github com tokio rs axum blob main ecosystem md project showcase tutorials https github com tokio rs axum blob main ecosystem md tutorials license,chunk:bm25|chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,docker-docs/offload/quickstart.md#chunk-0003,docker-docs/offload/quickstart.md,chunk 3,2.000000,offload session duration also when docker offload is started you can view detailed session information by selecting docker offload insights in the left navigation of the docker desktop dashboard step 5 stop docker offload docker offload automatically idles about md session management and idle state if you do not respond to periodic prompts that appear in the docker desktop dashboard you can stop your docker offload session at any time to stop docker offload console docker offload stop when you stop docker offload the cloud environment is terminated and all running containers and images are removed when docker offload has been idle for 5 minutes the environment is also terminated and all running containers and images are removed to start docker offload again run the docker offload start command,chunk:boolean,
q002,axum middleware state management,fishtest/docs/1-architecture.md#chunk-0002,fishtest/docs/1-architecture.md,chunk 2,25.920153,packing buffering and history timing http support modules server fishtest http http init py package init boundary py api request adapter apirequestshim session commit template context builder build template context cookie session py cookiesession class secret key management session helpers csrf py csrf token generation and validation dependencies py fastapi dependency functions get rundb get userdb etc errors py centralized error handler installation api ui routing jinja py jinja2 environment jinja2templates instance static url middleware py pure asgi middleware 5 middleware classes session middleware py fishtestsessionmiddleware itsdangerous cookie signing settings py appsettings environment variable parsing template helpers py jinja2 filters and global functions template renderer py template rendering helper render template to response ui errors py html error page rendering 404 403 ui pipeline py http cache header application statistical modules server fishtest stats stats init py llrcalc py log likelihood ratio computation brownian py brownian motion model for sprt sprt py sequential probability ratio test stat util py elo calculation sprt elo get elo application startup the entrypoint is uvicorn fishtest app app the create app function in app py builds the fastapi instance with a lifespan context manager that handles startup and shutdown openapi docs docs redoc are,chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,fishtest/docs/1-architecture.md#chunk-0004,fishtest/docs/1-architecture.md,chunk 4,28.629866,it rejects excess connections with http 503 instead of queuing them which triggers exponential backoff in workers see 8 deployment md 8 deployment md for details startup sequence 1 appsettings from env reads environment variables fishtest port fishtest primary port 2 on the primary instance require single worker on primary enforces that uvicorn workers is 1 prevents duplicated scheduler side effects 3 rundb port is primary instance is constructed in the threadpool this connects to mongodb and initializes all domain adapters userdb actiondb workerdb kvstore 4 domain adapters are stored on app state for request scoped access app state rundb app state userdb app state actiondb app state workerdb 5 schemas legacy usernames is populated from kvstore 6 on the primary instance only gh init initializes the github api client rundb update aggregated data refreshes cached statistics rundb schedule tasks starts the periodic scheduler shutdown sequence 1 rundb shutdown true signals middleware to reject new requests 2 asyncio sleep 0 5 brief drain period 3 scheduler is stopped rundb scheduler stop 4 on primary run cache is flushed persistent data is saved 5 a system event action is logged 6 mongodb connection is closed middleware stack middleware is installed in,chunk:bm25|chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,fishtest/docs/1-architecture.md#chunk-0005,fishtest/docs/1-architecture.md,chunk 5,26.249521,create app and executes in reverse installation order outermost first in the request path order middleware responsibility 1 fishtestsessionmiddleware reads writes signed session cookie itsdangerous 2 redirectblockeduiusersmiddleware redirects blocked users to tests 302 3 rejectnonprimaryworkerapimiddleware returns 503 for worker api on non primary instances 4 attachrequeststatemiddleware copies app state handles to request state stamps request started at 5 shutdownguardmiddleware returns 503 for all requests during shutdown 6 headmethodmiddleware converts head to get and strips response body rfc 9110 section 9 3 2 all middleware classes are pure asgi call self scope receive send none use starlette s basehttpmiddleware request flow client nginx uvicorn asgi middleware stack fastapi router worker api api router handles all api endpoints worker endpoints require authentication via username password in the post body ui views router handles all html rendering endpoints routes are registered from the view routes table via register view routes static assets staticfiles mount serves static htmx integration ui templates load htmx 2 0 8 from cdn in base html j2 the server remains fully server rendered jinja2 html responses htmx adds three capabilities without client side rendering or a javascript build step capability mechanism fragment polling hx get hx trigger every ns,chunk:bm25|chunk:bm25plus|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,fishtest/docs/2-threading-model.md#chunk-0002,fishtest/docs/2-threading-model.md,chunk 2,25.039139,coordinates threadpool shutdown calls rundb scheduler stop thread stops scheduler rundb run cache flush all thread flushes dirty pages rundb conn close thread closes mongodb connection middleware http middleware py http session middleware py class domain notes fishtestsessionmiddleware loop signs unsigns cookie enforces size limits shutdownguardmiddleware loop checks shutdown flag returns 503 attachrequeststatemiddleware loop copies state references stamps start time rejectnonprimaryworkerapimiddleware loop checks primary flag returns 503 redirectblockeduiusersmiddleware loop thread session read on loop blocked user db lookup offloaded headmethodmiddleware loop converts head to get strips response body api router api py component domain notes route wrappers async def loop parse json body construct shim workerapi handler methods thread all 9 worker endpoints userapi handler methods thread all 11 user read only endpoints pgn streaming stream thread iterate in threadpool over file chunks ui router views py component domain notes dispatch view loop form parsing csrf check then run in threadpool all 30 view handler bodies thread via dispatch view template rendering thread inside handler body render template to response error handlers http errors py component domain notes http exception handler loop routes to json or html render notfound response thread template rendering for 404 page render forbidden response thread,chunk:bm25plus,
q002,axum middleware state management,fishtest/docs/9-references.md#chunk-0011,fishtest/docs/9-references.md,chunk 11,31.605095,api py worker api protocol request task update task beat test users py login signup remember me userdb auth flags basic ui smoke test views admin py workers user management rate limits and shared admin ui contracts test views tests py tests and tests user username filter state and live table polling test views actions py actions search pagination sorting test views contributors py contributors search rank jump sorting and htmx state sync test views detail py tests view id detail polling tests tasks id and task ui assets test views finished py finished runs search and pagination test views helpers py shared pagination parameter and merge helpers test views machines py machines helper behavior plus tests machines http contracts test views run py run form validation spsa parsing permissions and run action routes test spsa workflow py shared classic spsa form worker update and chart payload helper contracts test http boundary py http boundary invariants and template contracts test http dependencies py request state dependency wiring test http errors py api vs ui error shaping test http helpers py jinja static helpers and shared http utilities test http middleware py middleware behavior and blocked user flow test http settings,chunk:bm25|chunk:bm25plus|chunk:boolean|chunk:pivoted|chunk:tfidf,
q002,axum middleware state management,github-docs/admin/administering-your-instance/administering-your-instance-from-the-web-ui/troubleshooting-access-to-the-management-console.md#chunk-0001,github-docs/admin/administering-your-instance/administering-your-instance-from-the-web-ui/troubleshooting-access-to-the-management-console.md,chunk 1,2.000000,user accounts will appear as state blocked to unblock the user and allow authentication to the right of the user s details click octicon law aria label unblock user troubleshooting failed connections to the data variables enterprise management console if you cannot connect to the data variables enterprise management console on data variables location product location you can review the following information to troubleshoot the problem error your session has expired for connections through a load balancer if you access data variables location product location through a load balancer and connections to the data variables enterprise management console fail with a message that your session has expired you may need to reconfigure your load balancer for more information see autotitle admin configuration configuring network settings using github enterprise server with a load balancer error your session has expired for connections to the management console,chunk:boolean,
q002,axum middleware state management,github-docs/admin/backing-up-and-restoring-your-instance/backup-service-for-github-enterprise-server/creating-and-monitoring-backups.md#chunk-0001,github-docs/admin/backing-up-and-restoring-your-instance/backup-service-for-github-enterprise-server/creating-and-monitoring-backups.md,chunk 1,2.000000,ghe backup command line backup utilities you can also use these cli tools for advanced backup management or troubleshooting ghe backup triggers a full or incremental backup depending on the state ghe prune snapshots deletes old snapshots based on your configured retention policy monitoring backups you can monitor backup activity through the data variables enterprise management console or from the command line viewing backup status in the data variables enterprise management console 1 on the backup service page navigate to the backup history section 1 review the status of recent backups monitoring via ssh to check backup progress or troubleshoot issues from the command line 1 ssh into your instance as the admin user 1 view the most recent backup log shell cat var log github backup backup verbose date y m d log 1 to check if a backup is currently running look for this file shell ls data user common backup utils in progress if the file exists a backup is currently running,chunk:boolean,
q002,axum middleware state management,github-docs/admin/configuring-settings/configuring-user-applications-for-your-enterprise/configuring-applications.md#chunk-0001,github-docs/admin/configuring-settings/configuring-user-applications-for-your-enterprise/configuring-applications.md,chunk 1,2.000000,configuring actions see autotitle admin github actions getting started with github actions for your enterprise about github actions for enterprises data reusables enterprise site admin settings access settings data reusables enterprise site admin settings management console 1 in the settings sidebar click checks 1 select enable archiving of checks related data 1 under archive threshold days type the number of days for the archival threshold checks older than this number of days will be archived before being permanently deleted 1 under delete threshold days type the number of days for the deletion threshold an archived check exists in an archived state for the number of days specified here after this threshold the check will be permanently deleted data reusables enterprise management console save settings,chunk:boolean,
q002,axum middleware state management,kubernetes-website/reference/glossary/pod-template.md#chunk-0000,kubernetes-website/reference/glossary/pod-template.md,chunk 0,2.000000,title podtemplate id pod template short description a template for creating pods aka pod template tags core object an api object that defines a template for creating glossary tooltip text pods term id pod the podtemplate api is also embedded in api definitions for workload management such as glossary tooltip text deployment term id deployment or glossary tooltip text statefulsets term id statefulset more pod templates allow you to define common metadata such as labels or a template for the name of a new pod as well as to specify a pod s desired state workload management docs concepts workloads controllers controllers use pod templates embedded into another object such as a deployment or statefulset to define and manage one or more glossary tooltip text pods term id pod when there can be multiple pods based on the same template these are called glossary tooltip term id replica text replicas although you can create a podtemplate object directly you rarely need to do so,chunk:boolean,
q002,axum middleware state management,kubernetes-website/reference/glossary/replica.md#chunk-0000,kubernetes-website/reference/glossary/replica.md,chunk 0,2.000000,title replica id replica full link short description replicas are copies of pods ensuring availability scalability and fault tolerance by maintaining identical instances aka tags fundamental workload a copy or duplicate of a glossary tooltip text pod term id pod or a set of pods replicas ensure high availability scalability and fault tolerance by maintaining multiple identical instances of a pod more replicas are commonly used in kubernetes to achieve the desired application state and reliability they enable workload scaling and distribution across multiple nodes in a cluster by defining the number of replicas in a deployment or replicaset kubernetes ensures that the specified number of instances are running automatically adjusting the count as needed replica management allows for efficient load balancing rolling updates and self healing capabilities in a kubernetes cluster,chunk:boolean,
q002,axum middleware state management,vscode-docs/api/extension-guides/task-provider.md#chunk-0006,vscode-docs/api/extension-guides/task-provider.md,chunk 6,2.000000,also means that the task provider is responsible for any process management and output parsing that needs to happen the task provider is also responsible for implementing pseudoterminal and returning it from the customexecution callback typescript return new vscode task definition vscode taskscope workspace flavor flags join custombuildtaskprovider custombuildscripttype new vscode customexecution async promise vscode pseudoterminal when the task is executed this callback will run here we setup for running the task return new custombuildtaskterminal this workspaceroot flavor flags this sharedstate state string this sharedstate state the full example including the implementation of pseudoterminal is at https github com microsoft vscode extension samples tree main task provider sample src customtaskprovider ts https github com microsoft vscode extension samples tree main task provider sample src customtaskprovider ts,chunk:boolean,
q002,axum middleware state management,vscode-docs/docs/copilot/guides/browser-agent-testing-guide.md#chunk-0005,vscode-docs/docs/copilot/guides/browser-agent-testing-guide.md,chunk 5,2.000000,successful submission by building and testing a contact form responsive layout verification ask the agent to screenshot a page at different viewport sizes and verify responsive behavior for example a landing page with navigation menus authentication flow testing let the agent test credential validation error handling and successful redirects in a login page interactive functionality testing have the agent verify user interactions and state management accessibility audits ask the agent to check any web page for missing alt text heading hierarchy keyboard navigation and color contrast issues related resources integrated browser docs debugtest integrated browser md core concepts of ai in vs code docs copilot concepts overview md agents overview docs copilot agents overview md test with copilot docs copilot guides test with copilot md,chunk:boolean,
q002,axum middleware state management,wezterm/config/lua/config/macos_forward_to_ime_modifier_mask.md#chunk-0000,wezterm/config/lua/config/macos_forward_to_ime_modifier_mask.md,chunk 0,2.000000,tags keys macos forward to ime modifier mask shift since 20230408 112425 69ae8472 on macos systems this option controls whether modified key presses are routed via the ime when use ime true use ime md when processing a key event if any modifiers are held if the modifiers intersect with the value of macos forward to ime modifier mask then the key event is routed to the ime which may choose to swallow the key event as part of its own state management the behavior of wezterm has varied in the past version effective setting 20220905 102802 7d4b8249 and earlier shift 20221119 145034 49b9839f shift ctrl nightly shift users of a japanese ime may wish to set this to shift ctrl but should note that it will prevent certain ctrl key combinations that are commonly used in unix terminal programs from working as expected,chunk:boolean,
