query_id,query_text,doc_id,path,title,score,snippet,sources,relevance
q001,axum routing handlers,docker-docs/enterprise/security/hardened-desktop/air-gapped-containers.md#should-succeed-if-internal-company-com-is-in-your-exclude-list-or-pac-rules,docker-docs/enterprise/security/hardened-desktop/air-gapped-containers.md,Should succeed if internal.company.com is in your exclude list or PAC rules,1.000000,```,section:boolean,
q001,axum routing handlers,fishtest/docs/1-architecture.md#server-architecture/framework-usage-fastapi-as-a-thin-wrapper,fishtest/docs/1-architecture.md,Server Architecture > Framework usage: FastAPI as a thin wrapper,29.911018,This project uses FastAPI as a thin routing convenience layer on top of,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q001,axum routing handlers,fishtest/docs/3-api-reference.md#worker-api-reference/browser-cross-origin-policy,fishtest/docs/3-api-reference.md,Worker API Reference > Browser cross-origin policy,1.000000,Endpoint-specific CORS preflight handlers are not part of the public API,section:boolean,
q002,axum middleware state management,axum/axum-core/README.md#axum-core,axum/axum-core/README.md,axum-core,26.321468,[![Build status](https://github.com/tokio-rs/axum/actions/workflows/CI.yml/badge.svg?branch=main)](https://github.com/tokio-rs/axum-core/actions/workflows/CI.yml),section:pivoted|section:tfidf,
q002,axum middleware state management,axum/axum-core/README.md#axum-core/license/contribution,axum/axum-core/README.md,axum-core > License > Contribution,31.770348,"Unless you explicitly state otherwise, any contribution intentionally submitted",section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q002,axum middleware state management,axum/axum-extra/README.md#axum-extra,axum/axum-extra/README.md,axum-extra,26.321468,[![Build status](https://github.com/tokio-rs/axum/actions/workflows/CI.yml/badge.svg?branch=main)](https://github.com/tokio-rs/axum-extra/actions/workflows/CI.yml),section:pivoted|section:tfidf,
q002,axum middleware state management,axum/axum-extra/README.md#axum-extra/license/contribution,axum/axum-extra/README.md,axum-extra > License > Contribution,31.770348,"Unless you explicitly state otherwise, any contribution intentionally submitted",section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q002,axum middleware state management,axum/axum-macros/README.md#axum-macros,axum/axum-macros/README.md,axum-macros,26.321468,[![Build status](https://github.com/tokio-rs/axum/actions/workflows/CI.yml/badge.svg?branch=main)](https://github.com/tokio-rs/axum-macros/actions/workflows/CI.yml),section:bm25|section:pivoted|section:tfidf,
q002,axum middleware state management,axum/axum-macros/README.md#axum-macros/license/contribution,axum/axum-macros/README.md,axum-macros > License > Contribution,31.770348,"Unless you explicitly state otherwise, any contribution intentionally submitted",section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q002,axum middleware state management,axum/axum/README.md#axum/high-level-features,axum/axum/README.md,axum > High level features,41.295815,- Route requests to handlers with a macro free API.,section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q002,axum middleware state management,axum/axum/README.md#derive-serialize/license/contribution,axum/axum/README.md,[derive(Serialize)] > License > Contribution,35.120964,"Unless you explicitly state otherwise, any contribution intentionally submitted",section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q002,axum middleware state management,docker-docs/desktop/previous-versions/edge-releases-windows.md#docker-desktop-community-2-5-4/edge-releases-of-2016/alpha-1-release-2016-02-22-1-10-1-42-1,docker-docs/desktop/previous-versions/edge-releases-windows.md,Docker Desktop Community 2.5.4 > Edge Releases of 2016 > Alpha 1 Release (2016-02-22 1.10.1.42-1),2.000000,**Hypervisor**,section:boolean,
q002,axum middleware state management,fishtest/docs/1-architecture.md#server-architecture/middleware-stack,fishtest/docs/1-architecture.md,Server Architecture > Middleware stack,29.257309,Middleware is installed in `create_app()` and executes in reverse installation,section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q002,axum middleware state management,fishtest/docs/1-architecture.md#server-architecture/repository-layout/http-support-modules-server-fishtest-http,fishtest/docs/1-architecture.md,Server Architecture > Repository layout > HTTP support modules (`server/fishtest/http/`),28.042913,```,section:bm25|section:bm25plus,
q002,axum middleware state management,fishtest/docs/9-references.md#pre-processing/testing-patterns/key-test-modules,fishtest/docs/9-references.md,pre-processing > Testing patterns > Key test modules,33.152561,| Module | Coverage |,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q002,axum middleware state management,github-docs/admin/administering-your-instance/administering-your-instance-from-the-command-line/command-line-utilities.md#usernames-are-case-sensitive/ghe-config-apply/ghe-maintenance,github-docs/admin/administering-your-instance/administering-your-instance-from-the-command-line/command-line-utilities.md,Usernames are case-sensitive. > ghe-config-apply > ghe-maintenance,2.000000,"This utility allows you to control the state of the installation's maintenance mode. It's designed to be used primarily by the {% data variables.enterprise.management_console %} behind-the-scenes, but it can be used directly. For more information, see [AUTOTITLE](/admin/configuration/configuring-your-enterprise/enabling-and-scheduling-maintenance-mode).",section:boolean,
q002,axum middleware state management,github-docs/admin/backing-up-and-restoring-your-instance/backup-service-for-github-enterprise-server/creating-and-monitoring-backups.md#about-backup-types/creating-backups/command-line-backup-utilities,github-docs/admin/backing-up-and-restoring-your-instance/backup-service-for-github-enterprise-server/creating-and-monitoring-backups.md,About backup types > Creating backups > Command line backup utilities,2.000000,You can also use these CLI tools for advanced backup management or troubleshooting:,section:boolean,
q002,axum middleware state management,github-docs/copilot/how-tos/copilot-cli/cli-best-practices.md#implementation-plan-oauth2-authentication/tasks,github-docs/copilot/how-tos/copilot-cli/cli-best-practices.md,Implementation Plan: OAuth2 Authentication > Tasks,27.123260,"- [ ] Install dependencies (passport, passport-google-oauth20, passport-github2)",section:bm25|section:bm25plus|section:boolean,
q002,axum middleware state management,kubernetes-website/concepts/architecture/nodes.md#management/node-topology,kubernetes-website/concepts/architecture/nodes.md,Management > Node topology,2.000000,"{{< feature-state feature_gate_name=""TopologyManager"" >}}",section:boolean,
q002,axum middleware state management,kubernetes-website/concepts/overview/_index.md#why-you-need-kubernetes-and-what-it-can-do-why-you-need-kubernetes-and-what-can-it-do/what-kubernetes-is-not,kubernetes-website/concepts/overview/_index.md,Why you need Kubernetes and what it can do {#why-you-need-kubernetes-and-what-can-it-do} > What Kubernetes is not,24.018314,"Kubernetes is not a traditional, all-inclusive PaaS (Platform as a Service) system.",section:bm25plus|section:boolean,
q002,axum middleware state management,kubernetes-website/concepts/workloads/resource-managers.md#topology-manager,kubernetes-website/concepts/workloads/resource-managers.md,Topology manager,2.000000,"{{< feature-state feature_gate_name=""TopologyManager"" >}}",section:boolean,
q002,axum middleware state management,kubernetes-website/concepts/workloads/resource-managers.md#topology-manager/cpu-manager,kubernetes-website/concepts/workloads/resource-managers.md,Topology manager > CPU manager,2.000000,"{{< feature-state feature_gate_name=""CPUManager"" >}}",section:boolean,
q002,axum middleware state management,kubernetes-website/concepts/workloads/resource-managers.md#topology-manager/memory-manager,kubernetes-website/concepts/workloads/resource-managers.md,Topology manager > Memory manager,2.000000,"{{< feature-state feature_gate_name=""MemoryManager"" >}}",section:boolean,
q003,bat syntax highlighting themes,bat/README.md#build-a-bat-binary-with-modified-syntaxes-and-themes/project-goals-and-alternatives,bat/README.md,Build a bat binary with modified syntaxes and themes > Project goals and alternatives,3.000000,`bat` tries to achieve the following goals:,section:boolean,
q003,bat syntax highlighting themes,bat/README.md#in-this-folder-or-its-subdirectories-for-example/adding-new-themes,bat/README.md,"in this folder (or its subdirectories), for example: > Adding new themes",52.592800,This works very similar to how we add new syntax definitions.,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,bat/README.md#root,bat/README.md,root,39.219337,"<p align=""center"">",section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,bat/README.md#see-help-for-supported-shells/customization/adding-new-syntaxes-language-definitions,bat/README.md,see --help for supported shells > Customization > Adding new syntaxes / language definitions,39.405472,"Should you find that a particular syntax is not available within `bat`, you can follow these",section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,bat/README.md#see-help-for-supported-shells/customization/highlighting-theme,bat/README.md,see --help for supported shells > Customization > Highlighting theme,55.419228,Use `bat --list-themes` to get a list of all available themes for syntax,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,bat/README.md#sponsors/how-to-use,bat/README.md,Sponsors > How to use,37.868275,Display a single file on the terminal,section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,bat/README.md#sponsors/how-to-use/integration-with-other-tools/git,bat/README.md,Sponsors > How to use > Integration with other tools > `git`,38.916603,You can combine `bat` with `git show` to view an older version of a given file with proper syntax,section:bm25|section:bm25plus|section:boolean,
q003,bat syntax highlighting themes,bat/README.md#sponsors/how-to-use/integration-with-other-tools/git-diff,bat/README.md,Sponsors > How to use > Integration with other tools > `git diff`,3.000000,You can combine `bat` with `git diff` to view lines around code changes with proper syntax,section:boolean,
q003,bat syntax highlighting themes,bat/README.md#sponsors/how-to-use/integration-with-other-tools/tail-f,bat/README.md,Sponsors > How to use > Integration with other tools > `tail -f`,37.574249,`bat` can be combined with `tail -f` to continuously monitor a given file with syntax highlighting.,section:bm25|section:bm25plus|section:boolean,
q003,bat syntax highlighting themes,bat/README.md#sponsors/syntax-highlighting,bat/README.md,Sponsors > Syntax highlighting,40.849617,`bat` supports syntax highlighting for a large number of programming and markup,section:bm25|section:bm25plus|section:boolean,
q003,bat syntax highlighting themes,bat/README.md#use-c-syntax-for-arduino-ino-files/troubleshooting/garbled-output,bat/README.md,Use C++ syntax for Arduino .ino files > Troubleshooting > Garbled output,40.806732,"If an input file contains color codes or other ANSI escape sequences or control characters, `bat` will have problems",section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,bat/README.md#use-c-syntax-for-arduino-ino-files/troubleshooting/terminals-colors,bat/README.md,Use C++ syntax for Arduino .ino files > Troubleshooting > Terminals & colors,45.802952,"`bat` handles terminals *with* and *without* truecolor support. However, the colors in most syntax",section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,nushell.github.io/blog/2021-06-22-nushell_0_33.md#what-s-new/syntax-highlighting-themes-fdncred,nushell.github.io/blog/2021-06-22-nushell_0_33.md,What's New > Syntax highlighting themes (fdncred),37.517296,![image of syntax highlighting themes in Nushell](../assets/images/0_32_themes.png),section:bm25|section:bm25plus|section:boolean|section:pivoted,
q003,bat syntax highlighting themes,vscode-docs/api/language-extensions/semantic-highlight-guide.md#semantic-highlight-guide,vscode-docs/api/language-extensions/semantic-highlight-guide.md,Semantic Highlight Guide,40.315674,Semantic highlighting is an addition to syntax highlighting as described in the [Syntax Highlight guide](/api/language-extensions/syntax-highlight-guide). Visual Studio Code uses TextMate grammars as the main tokenization engine. TextMate grammars work on a single file as input and break it up based on lexical rules expressed in regular expressions.,section:pivoted|section:tfidf,
q003,bat syntax highlighting themes,vscode-docs/docs/configure/themes.md#themes/customize-a-color-theme/editor-semantic-highlighting,vscode-docs/docs/configure/themes.md,Themes > Customize a Color Theme > Editor semantic highlighting,49.901123,"Some languages (currently: TypeScript, JavaScript, Java) provide semantic tokens. Semantic tokens are based on the language service's symbol understanding and are more accurate than the syntax tokens coming from the TextMate grammars that are driven by regular expressions. The semantic highlighting that is computed from the semantic tokens goes on top of syntax highlighting and can correct and enrich the highlighting as seen in the following example:",section:tfidf,
q003,bat syntax highlighting themes,vscode-docs/docs/typescript/typescript-editing.md#editing-typescript/syntax-highlighting-and-semantic-highlighting,vscode-docs/docs/typescript/typescript-editing.md,Editing TypeScript > Syntax highlighting and semantic highlighting,36.192234,"In addition to syntax highlighting, TypeScript and JavaScript also provide semantic highlighting.",section:pivoted|section:tfidf,
q004,bat line numbers and paging,bat/README.md#bat-command-with-light-color-scheme/configuration-file,bat/README.md,bat command with light color scheme > Configuration file,15.303312,`bat` can also be customized with a configuration file. The location of the file is dependent,section:pivoted,
q004,bat line numbers and paging,bat/README.md#bat-command-with-light-color-scheme/configuration-file/format,bat/README.md,bat command with light color scheme > Configuration file > Format,3.000000,"The configuration file is a simple list of command line arguments. Use `bat --help` to see a full list of possible options and values. In addition, you can add comments by prepending a line with the `#` character.",section:boolean,
q004,bat line numbers and paging,bat/README.md#see-help-for-supported-shells/customization/decorations,bat/README.md,see --help for supported shells > Customization > Decorations,33.428947,"By default, `bat` only shows decorations (such as line numbers, file headers, grid borders, etc.) when outputting to an interactive terminal. You can control this behavior with the `--decorations` option. Use `--decorations=always` to show decorations even when piping output to another command, or `--decorations=never` to disable them entirely. Possible values are `auto` (default), `never`, and `always`.",section:bm25|section:bm25plus|section:boolean|section:pivoted,
q004,bat line numbers and paging,bat/README.md#see-help-for-supported-shells/customization/output-style,bat/README.md,see --help for supported shells > Customization > Output style,46.633526,You can use the `--style` option to control the appearance of `bat`'s output.,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q004,bat line numbers and paging,bat/README.md#sponsors/how-to-use,bat/README.md,Sponsors > How to use,38.011200,Display a single file on the terminal,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q004,bat line numbers and paging,bat/README.md#sponsors/how-to-use/integration-with-other-tools/fzf,bat/README.md,Sponsors > How to use > Integration with other tools > `fzf`,35.695976,"You can use `bat` as a previewer for [`fzf`](https://github.com/junegunn/fzf). To do this,",section:bm25|section:bm25plus|section:pivoted,
q004,bat line numbers and paging,bat/README.md#sponsors/how-to-use/integration-with-other-tools/tail-f,bat/README.md,Sponsors > How to use > Integration with other tools > `tail -f`,36.259369,`bat` can be combined with `tail -f` to continuously monitor a given file with syntax highlighting.,section:bm25|section:bm25plus|section:pivoted,
q004,bat line numbers and paging,bat/README.md#sponsors/how-to-use/integration-with-other-tools/xclip,bat/README.md,Sponsors > How to use > Integration with other tools > `xclip`,37.253624,The line numbers and Git modification markers in the output of `bat` can make it hard to copy,section:bm25|section:bm25plus|section:boolean|section:pivoted,
q004,bat line numbers and paging,bat/README.md#sponsors/syntax-highlighting/automatic-paging,bat/README.md,Sponsors > Syntax highlighting > Automatic paging,43.400440,"By default, `bat` pipes its own output to a pager (e.g. `less`) if the output is too large for one screen.",section:bm25|section:bm25plus|section:pivoted|section:tfidf,
q004,bat line numbers and paging,bat/README.md#update-the-binary-cache/adding-or-changing-file-type-associations/using-less-as-a-pager,bat/README.md,Update the binary cache > Adding or changing file type associations > Using `less` as a pager,46.848846,"When using `less` as a pager, `bat` will automatically pass extra options along to `less`",section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q004,bat line numbers and paging,bat/README.md#use-c-syntax-for-arduino-ino-files/troubleshooting/line-numbers-and-grid-are-hardly-visible,bat/README.md,Use C++ syntax for Arduino .ino files > Troubleshooting > Line numbers and grid are hardly visible,24.964808,Please try a different theme (see `bat --list-themes` for a list). The `OneHalfDark` and,section:bm25|section:bm25plus|section:boolean,
q004,bat line numbers and paging,bat/README.md#use-c-syntax-for-arduino-ino-files/using-bat-on-windows/colors,bat/README.md,Use C++ syntax for Arduino .ino files > Using `bat` on Windows > Colors,32.335342,Windows 10 natively supports colors in both `conhost.exe` (Command Prompt) and PowerShell since,section:bm25|section:bm25plus,
q004,bat line numbers and paging,github-docs/code-security/reference/code-scanning/codeql/codeql-cli-manual/bqrs-interpret.md#synopsis/options/primary-options/no-unicode-new-lines,github-docs/code-security/reference/code-scanning/codeql/codeql-cli-manual/bqrs-interpret.md,Synopsis > Options > Primary Options > `--[no-]unicode-new-lines`,3.000000,\[SARIF only] Whether the unicode newline characters LS (Line,section:boolean,
q004,bat line numbers and paging,hugoDocs/content/en/_common/syntax-highlighting-options.md#root,hugoDocs/content/en/_common/syntax-highlighting-options.md,root,31.869953,---,section:tfidf,
q004,bat line numbers and paging,kubernetes-website/reference/command-line-tools-reference/kube-apiserver.md#heading-synopsis/heading-options,kubernetes-website/reference/command-line-tools-reference/kube-apiserver.md,"{{% heading ""synopsis"" %}} > {{% heading ""options"" %}}",33.349731,"<table style=""width: 100%; table-layout: fixed;"">",section:tfidf,
q004,bat line numbers and paging,kubernetes-website/reference/command-line-tools-reference/kube-controller-manager.md#heading-synopsis/heading-options,kubernetes-website/reference/command-line-tools-reference/kube-controller-manager.md,"{{% heading ""synopsis"" %}} > {{% heading ""options"" %}}",32.448841,"<table style=""width: 100%; table-layout: fixed;"">",section:tfidf,
q004,bat line numbers and paging,vscode-docs/api/extension-guides/ai/language-model-tutorial.md#do-you-want-to-open-the-new-folder-with-visual-studio-code-open-with-code/implement-the-annotate-command/step-2-send-code-and-prompt-to-language-model-api,vscode-docs/api/extension-guides/ai/language-model-tutorial.md,"? Do you want to open the new folder with Visual Studio Code? Open with `code` > Implement the ""annotate"" command > Step 2: Send code and prompt to language model API",35.640480,The next step is to call the GitHub Copilot language model and send it the user's code along with instructions to create the annotations.,section:tfidf,
q004,bat line numbers and paging,vscode-docs/api/references/theme-color.md#theme-color/editor-colors,vscode-docs/api/references/theme-color.md,Theme Color > Editor colors,32.541538,The most prominent editor colors are the token colors used for syntax highlighting and are based on the language grammar installed. These colors are defined by the Color Theme but can also be customized with the `editor.tokenColorCustomizations` setting. See [Customize a Color Theme](/docs/configure/themes#_customize-a-color-theme) for details on updating a Color Theme and the available token types.,section:tfidf,
q004,bat line numbers and paging,vscode-docs/docs/editing/codebasics.md#basic-editing/folding,vscode-docs/docs/editing/codebasics.md,Basic editing > Folding,4.000000,You can fold regions of source code using the folding icons on the gutter between line numbers and line start. Move the mouse over the gutter and click to fold and unfold regions. Use `kbstyle(Shift + Click)` on the folding icon to fold or unfold the region and all regions inside.,section:boolean,
q004,bat line numbers and paging,vscode-docs/docs/languages/json.md#editing-json-with-visual-studio-code/folding,vscode-docs/docs/languages/json.md,Editing JSON with Visual Studio Code > Folding,3.000000,You can fold regions of source code using the folding icons on the gutter between line numbers and line start. Folding regions are available for all object and array elements.,section:boolean,
q004,bat line numbers and paging,vscode-docs/release-notes/v1_56.md#april-2021-version-1-56/notebooks/toggle-line-numbers,vscode-docs/release-notes/v1_56.md,April 2021 (version 1.56) > Notebooks > Toggle line numbers,15.475949,"You can now temporarily toggle the line numbers of a cell in the current session from the cell toolbar, or change the visibility of line numbers for all notebooks through the `notebook.lineNumbers` setting.",section:pivoted,
q004,bat line numbers and paging,wezterm/config/lua/wezterm/nerdfonts.md#wezterm-nerdfonts,wezterm/config/lua/wezterm/nerdfonts.md,`wezterm.nerdfonts`,37.079239,{{since('20220319-142410-0fcdea07')}},section:tfidf,
q005,book markdown chapters and summary,book/src/ch00-00-introduction.md#introduction/how-to-use-this-book,book/src/ch00-00-introduction.md,Introduction > How to Use This Book,47.040520,"In general, this book assumes that you’re reading it in sequence from front to",section:tfidf,
q005,book markdown chapters and summary,cargo/src/doc/contrib/src/documentation/index.md#documentation/writing-guidelines,cargo/src/doc/contrib/src/documentation/index.md,Documentation > Writing guidelines,4.000000,"Cargo's documentation is a collective effort,",section:boolean,
q005,book markdown chapters and summary,github-docs/actions/reference/workflows-and-actions/workflow-commands.md#about-workflow-commands/adding-a-job-summary,github-docs/actions/reference/workflows-and-actions/workflow-commands.md,About workflow commands > Adding a job summary,34.220318,{% bash %},section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/cli/init.md#the-init-command,mdBook/guide/src/cli/init.md,The init command,34.551559,There is some minimal boilerplate that is the same for every new book. It's for,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/for_developers/backends.md#alternative-backends/enabling-the-backend,mdBook/guide/src/for_developers/backends.md,Alternative backends > Enabling the backend,35.757790,"Now we've got the basics running, we want to actually use it. First, install the",section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/for_developers/preprocessors.md#preprocessors/hints-for-implementing-a-preprocessor,mdBook/guide/src/for_developers/preprocessors.md,Preprocessors > Hints for implementing a preprocessor,39.286095,"By pulling in `mdbook-preprocessor` as a library, preprocessors can have access to the",section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/format/configuration/renderers.md#example-book-toml-file-with-all-output-options,mdBook/guide/src/format/configuration/renderers.md,Example book.toml file with all output options.,34.239643,[book],section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/format/summary.md#my-part-title,mdBook/guide/src/format/summary.md,My Part Title,42.030704,- [First Chapter](relative/path/to/markdown.md),section:bm25|section:bm25plus|section:boolean|section:pivoted,
q005,book markdown chapters and summary,mdBook/guide/src/format/summary.md#summary,mdBook/guide/src/format/summary.md,Summary,41.228359,```,section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/format/summary.md#summary-md,mdBook/guide/src/format/summary.md,SUMMARY.md,45.834358,"The summary file is used by mdBook to know what chapters to include, in what",section:bm25|section:bm25plus|section:boolean|section:pivoted,
q005,book markdown chapters and summary,mdBook/guide/src/format/summary.md#title-of-another-part,mdBook/guide/src/format/summary.md,Title of Another Part,50.544514,- [Another Chapter](relative/path/to/markdown4.md),section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/format/theme/index-hbs.md#index-hbs/data,mdBook/guide/src/format/theme/index-hbs.md,index.hbs > Data,50.001549,"A lot of data is exposed to the handlebars template with the ""context"". In the",section:bm25|section:bm25plus|section:boolean|section:pivoted|section:tfidf,
q005,book markdown chapters and summary,mdBook/guide/src/guide/creating.md#creating-a-book/anatomy-of-a-book/summary-md,mdBook/guide/src/guide/creating.md,Creating a book > Anatomy of a book > `SUMMARY.md`,41.222534,The next major part of a book is the summary file located at `src/SUMMARY.md`.,section:bm25|section:bm25plus|section:pivoted,
q005,book markdown chapters and summary,mdBook/guide/src/guide/creating.md#my-first-chapter,mdBook/guide/src/guide/creating.md,My First Chapter,32.332516,Fill out your content here.,section:bm25plus|section:boolean,
q005,book markdown chapters and summary,mdBook/guide/src/guide/reading.md#reading-books,mdBook/guide/src/guide/reading.md,Reading books,30.748819,This chapter gives an introduction on how to interact with a book produced by mdBook.,section:bm25|section:bm25plus|section:pivoted,
q005,book markdown chapters and summary,nushell.github.io/blog/2020-06-26-twin0044.md#this-week-in-nu-44,nushell.github.io/blog/2020-06-26-twin0044.md,This week in Nu #44,4.000000,"- charlespierce, fdncred, and jonathandturner got a new release pipeline working to build the [binaries for each release](https://github.com/nushell/nushell/pull/2048)",section:boolean,
q005,book markdown chapters and summary,nushell.github.io/blog/2021-02-16-nushell_0_27.md#what-s-new/book-updates-fdncred-sophiajt,nushell.github.io/blog/2021-02-16-nushell_0_27.md,"What's New > Book updates (fdncred, sophiajt)",19.178391,The Nushell book received some much-needed updates. You'll notice new chapters and updated chapters to bring it more up-to-date with recent Nushell.,section:bm25|section:pivoted,
q005,book markdown chapters and summary,wezterm/config/lua/wezterm/nerdfonts.md#wezterm-nerdfonts,wezterm/config/lua/wezterm/nerdfonts.md,`wezterm.nerdfonts`,50.515808,{{since('20220319-142410-0fcdea07')}},section:tfidf,
q006,book publishing and output formats,cargo/src/doc/contrib/src/documentation/index.md#documentation,cargo/src/doc/contrib/src/documentation/index.md,Documentation,23.615730,Cargo has several types of documentation that contributors work with:,section:bm25|section:bm25plus,
q006,book publishing and output formats,cargo/src/doc/contrib/src/documentation/index.md#documentation/building-the-man-pages,cargo/src/doc/contrib/src/documentation/index.md,Documentation > Building the man pages,25.793762,The man pages use a tool called [mdman] to convert Markdown templates into several output formats.,section:bm25plus|section:boolean,
q006,book publishing and output formats,hugoDocs/content/en/configuration/all.md#settings,hugoDocs/content/en/configuration/all.md,Settings,4.000000,archetypeDir,section:boolean,
q006,book publishing and output formats,hugoDocs/content/en/configuration/output-formats.md#default-configuration,hugoDocs/content/en/configuration/output-formats.md,Default configuration,38.709461,The following is the default configuration that matches the table above:,section:bm25plus|section:boolean|section:tfidf,
q006,book publishing and output formats,hugoDocs/content/en/configuration/output-formats.md#root,hugoDocs/content/en/configuration/output-formats.md,root,17.022154,---,section:bm25|section:pivoted,
q006,book publishing and output formats,hugoDocs/content/en/configuration/outputs.md#outputs-per-page-kind,hugoDocs/content/en/configuration/outputs.md,Outputs per page kind,28.113760,The following default configuration determines the output formats generated for each page kind:,section:pivoted|section:tfidf,
q006,book publishing and output formats,hugoDocs/content/en/configuration/outputs.md#outputs-per-page-kind/outputs-per-page,hugoDocs/content/en/configuration/outputs.md,Outputs per page kind > Outputs per page,31.525740,"Add output formats to a page's rendering using the `outputs` field in its front matter. For example, to include `json` in the output formats rendered for a specific page:",section:bm25|section:bm25plus|section:pivoted|section:tfidf,
